Compound,CID,mol_idx,Regno,Chemotype,Smiles,smiles_nosalt
UNC10225233A,44532199,395,GW440135,4-anilinoquinoline,Cl.COc1cc2nccc(Nc3ccc(OCc4ccc(NC(C)=O)cc4)cc3)c2cc1OC,COc1cc2nccc(Nc3ccc(OCc4ccc(NC(C)=O)cc4)cc3)c2cc1OC
UNC10225234A,49862093,396,GSK907232,benzimidazole_N-thiophenes,C[C@@H](Oc1cc(sc1C(N)=O)-n1cnc2cc(ccc12)-c1ccnc(NCCS(C)(=O)=O)c1)c1ccccc1Cl,C[C@@H](Oc1cc(-n2cnc3cc(-c4ccnc(NCCS(C)(=O)=O)c4)ccc32)sc1C(N)=O)c1ccccc1Cl
UNC10225235A,44525933,397,GSK1379724,2-anilino-4-pyrrolidinopyrimidine,Fc1ccc(Nc2nccc(n2)N2CCC(C2)NC(=O)Nc2ccc3OCOc3c2)cc1,O=C(Nc1ccc2c(c1)OCO2)NC1CCN(c2ccnc(Nc3ccc(F)cc3)n2)C1
UNC10225236A,10289897,398,GW813244,"2,4-dianilinopyrimidine",Cl.CN(c1ccc2n(C)c(NCc3ccc(F)cc3)nc2c1)c1ccnc(Nc2ccc(CS(C)(=O)=O)cc2)n1,CN(c1ccc2c(c1)nc(NCc1ccc(F)cc1)n2C)c1ccnc(Nc2ccc(CS(C)(=O)=O)cc2)n1
UNC10225238A,44527401,399,GSK190937,3-vinyl pyridines,Cl.Cc1cnc(N)c(\C=C\c2cncc(c2)C(=O)NCCc2ccc(Cl)cc2Cl)c1,Cc1cnc(N)c(/C=C/c2cncc(C(=O)NCCc3ccc(Cl)cc3Cl)c2)c1
UNC10225239A,45271247,400,GW867587,2-aryl-4-anilino(pyridin-4-yl)-quinazoline and analogues,Cc1cccc(n1)-c1nc(Nc2ccc3[nH]nnc3c2)c2ccccc2n1,Cc1cccc(-c2nc(Nc3ccc4[nH]nnc4c3)c3ccccc3n2)n1
UNC10225240A,44525925,401,GSK1379714,2-anilino-4-pyrrolidinopyrimidine,COC(=O)C(Cc1ccccc1)NC(=O)NC1CCN(C1)c1ccnc(Nc2ccc(F)cc2)n1,COC(=O)C(Cc1ccccc1)NC(=O)NC1CCN(c2ccnc(Nc3ccc(F)cc3)n2)C1
UNC10225241A,9925372,402,GW599550,4-pyridinyl (with 2 aryl) _ortho-aryl_azoles,FC(F)(F)c1ccc(cc1)-c1cc(ccn1)-c1c[nH]nc1-c1ccccn1,FC(F)(F)c1ccc(-c2cc(-c3c[nH]nc3-c3ccccn3)ccn2)cc1
UNC10225242A,6539523,403,SB-300079,3-anilino-4-aryl maleimide,CN1C(=O)C(Nc2ccccc2)=C(C1=O)c1ccccc1,CN1C(=O)C(Nc2ccccc2)=C(c2ccccc2)C1=O
UNC10225243A,11594774,404,GW680061,4-pyridinyl (with 2 aryl) _ortho-aryl_azoles,Cc1ccccc1-c1cc(ccn1)-c1c[nH]nc1-c1ccccn1,Cc1ccccc1-c1cc(-c2c[nH]nc2-c2ccccn2)ccn1
UNC10225244A,6539497,405,SB-390765,3-anilino-4-aryl maleimide,COc1ccc(cc1)C1=C(Nc2cccc(c2)C(O)=O)C(=O)NC1=O,COc1ccc(C2=C(Nc3cccc(C(=O)O)c3)C(=O)NC2=O)cc1
UNC10225245A,44526895,406,GSK1653539,2-anilino-4-piperidinopyrimidine,OC(=O)C(F)(F)F.COc1ccc(cc1)S(=O)(=O)NC1CCN(CC1)c1cc(C)nc(Nc2cccc(c2)C#N)n1,COc1ccc(S(=O)(=O)NC2CCN(c3cc(C)nc(Nc4cccc(C#N)c4)n3)CC2)cc1
UNC10225247A,10286382,407,GW684374,4-pyrimidinyl-azoles,CCCCc1nn2ncccc2c1-c1ccnc(NC2CC2)n1,CCCCc1nn2ncccc2c1-c1ccnc(NC2CC2)n1
UNC10225248A,9925594,408,GW493036,4-pyridinyl-azole,CC(=O)c1c(C)c([nH]c1-c1ccncc1)-c1ccncc1,CC(=O)c1c(-c2ccncc2)[nH]c(-c2ccncc2)c1C
UNC10225249A,21027446,409,GW514784,4-pyridinyl_ortho-aryl_azoles,Fc1ccc(cc1)-c1nn2c(OCC(F)(F)F)cccc2c1-c1ccncc1,Fc1ccc(-c2nn3c(OCC(F)(F)F)cccc3c2-c2ccncc2)cc1
UNC10225250A,9914412,410,GSK301329,4-anilino-quinazoline and analogues,COc1cc2c(Nc3ccc(NC(=O)c4ccccc4)cc3)ncnc2cc1OCCCN1CCOCC1,COc1cc2c(Nc3ccc(NC(=O)c4ccccc4)cc3)ncnc2cc1OCCCN1CCOCC1
UNC10225251A,10274522,411,GW776245,4-pyridinyl (with 2 aryl) _ortho-aryl_azoles,Cl.C(N1CCOCC1)c1ccc(cc1)-c1cc(ccn1)-c1c[nH]nc1-c1ccccn1,c1ccc(-c2n[nH]cc2-c2ccnc(-c3ccc(CN4CCOCC4)cc3)c2)nc1
UNC10225252A,6539480,412,SB-405367,3-anilino-4-aryl maleimide,Oc1ccc(NC2=C(C(=O)NC2=O)c2ccc(Cl)cc2)cc1Cl,O=C1NC(=O)C(c2ccc(Cl)cc2)=C1Nc1ccc(O)c(Cl)c1
UNC10225253A,44525927,413,GSK1379716,2-anilino-4-pyrrolidinopyrimidine,Fc1ccc(Nc2nccc(n2)N2CCC(C2)NC(=O)c2cc3ccccc3s2)cc1,O=C(NC1CCN(c2ccnc(Nc3ccc(F)cc3)n2)C1)c1cc2ccccc2s1
UNC10225254A,53469453,414,GSK2603346,7-alkyl-5-aryl-4-aminopyrrolopyrimidine,Cc1ccccc1CC(=O)N1CCc2cc(ccc12)-c1cn(C)c2ncnc(N)c12,Cc1ccccc1CC(=O)N1CCc2cc(-c3cn(C)c4ncnc(N)c34)ccc21
UNC10225255A,6539516,415,SB-373598,3-anilino-4-aryl maleimide,Clc1ccccc1C1=C(N2CCc3ccccc23)C(=O)NC1=O,O=C1NC(=O)C(N2CCc3ccccc32)=C1c1ccccc1Cl
UNC10225256A,44536075,416,SB-710397,4-pyridinyl_ortho-aryl_azoles,Cl.Cl.CN(C)CCN(C)C(=O)c1cc(c(o1)-c1ccc(Cl)c(O)c1)-c1ccncc1,CN(C)CCN(C)C(=O)c1cc(-c2ccncc2)c(-c2ccc(Cl)c(O)c2)o1
UNC10225257A,44528329,417,GSK2188764,fused carboxamide pyrimidine,OC(=O)C(F)(F)F.Clc1cc(Cl)cc(Nc2nc(N[C@@H]3CCNC3)nc3cc[nH]c(=O)c23)c1,O=c1[nH]ccc2nc(N[C@@H]3CCNC3)nc(Nc3cc(Cl)cc(Cl)c3)c12
UNC10225258A,44328896,418,SB-223132,4-pyrimidinyl_ortho-aryl_azoles,CC(C)N1CCC(CC1)n1cnc(c1-c1ccnc(N)n1)-c1ccc(F)cc1,CC(C)N1CCC(n2cnc(-c3ccc(F)cc3)c2-c2ccnc(N)n2)CC1
UNC10225259A,6539578,419,SB-708998,3-amino-6-aryl-pyrazolopyridine,Brc1cc2c(NC(=O)C3CC3)n[nH]c2nc1-c1ccccc1,O=C(Nc1n[nH]c2nc(-c3ccccc3)c(Br)cc12)C1CC1
UNC10225260A,25263084,420,GSK1024306,benzimidazole_N-thiophenes,NC(=O)c1sc(cc1OCc1ccccc1F)-n1cnc2ccccc12,NC(=O)c1sc(-n2cnc3ccccc32)cc1OCc1ccccc1F
UNC10225261A,44523336,421,GI261590,4-anilino-quinazoline and analogues,Cl.COc1cc2ncnc(Nc3ccc(OCc4ccccc4Br)c(Cl)c3)c2cc1OC,COc1cc2ncnc(Nc3ccc(OCc4ccccc4Br)c(Cl)c3)c2cc1OC
UNC10225262A,49862643,422,GSK479719,benzimidazole_N-thiophenes,C[C@@H](Oc1cc(sc1C(N)=O)-n1cnc2cc(ccc12)-c1ccncc1)c1ccccc1Cl,C[C@@H](Oc1cc(-n2cnc3cc(-c4ccncc4)ccc32)sc1C(N)=O)c1ccccc1Cl
UNC10225263A,44526069,423,GSK1398463,Biphenylamide,Cc1ccc(NC(=O)c2cccc(c2)C#N)cc1-c1ccc(cc1)C(=O)Nc1ccncc1,Cc1ccc(NC(=O)c2cccc(C#N)c2)cc1-c1ccc(C(=O)Nc2ccncc2)cc1
UNC10225264A,6539565,424,SB-708999,3-amino-6-aryl-pyrazolopyridine,O=C(Nc1n[nH]c2nc(ccc12)-c1ccccc1)C1CC1,O=C(Nc1n[nH]c2nc(-c3ccccc3)ccc12)C1CC1
UNC10225265A,44592364,425,GSK1287544,4-aryl-7-azaindole,OC(=O)C(F)(F)F.OC(=O)C(F)(F)F.NCCCC(NC(=O)c1cc(Br)c(s1)-c1ccnc2[nH]ccc12)c1ccccc1,NCCCC(NC(=O)c1cc(Br)c(-c2ccnc3[nH]ccc23)s1)c1ccccc1
UNC10225267A,6539486,426,SB-390767,3-anilino-4-aryl maleimide,COc1cccc(c1)C1=C(Nc2cc(Cl)c(O)c(Cl)c2)C(=O)NC1=O,COc1cccc(C2=C(Nc3cc(Cl)c(O)c(Cl)c3)C(=O)NC2=O)c1
UNC10225268A,44532670,427,GW659008,"2,4-dianilinopyrimidine",Cl.NC(=O)c1cccc(Nc2nccc(Nc3ccc(Oc4cccc(Cl)c4)c(Cl)c3)n2)c1,NC(=O)c1cccc(Nc2nccc(Nc3ccc(Oc4cccc(Cl)c4)c(Cl)c3)n2)c1
UNC10225269A,44528307,428,GSK2177277,fused carboxamide pyrimidine,OC(=O)C(F)(F)F.OC(=O)C(F)(F)F.O=c1[nH]ccc2nc(N[C@@H]3CCCNC3)nc(Nc3ccc(cc3)S(=O)(=O)N3CCOCC3)c12,O=c1[nH]ccc2nc(N[C@@H]3CCCNC3)nc(Nc3ccc(S(=O)(=O)N4CCOCC4)cc3)c12
UNC10225270A,44578252,429,GW800172,Biphenylamide,Cc1ccc(cc1-c1ccc(cc1)C(=O)NCC1CC1)C(=O)NC1CCCC1,Cc1ccc(C(=O)NC2CCCC2)cc1-c1ccc(C(=O)NCC2CC2)cc1
UNC10225271A,44528496,430,GSK223810,4-anilino-quinazoline and analogues,COc1cc2c(Nc3cccc(NC(=O)c4ccccc4)c3)ncnc2cc1OCCCN1CCOCC1,COc1cc2c(Nc3cccc(NC(=O)c4ccccc4)c3)ncnc2cc1OCCCN1CCOCC1
UNC10225273A,44532639,431,GW635815,1-substituted-2-aminobenzimidazole,CC(C)S(=O)(=O)N1CCN(Cc2ccc3n(C[C@H](O)c4ccccc4)c(NC(=O)c4ccsc4)nc3c2)CC1,CC(C)S(=O)(=O)N1CCN(Cc2ccc3c(c2)nc(NC(=O)c2ccsc2)n3C[C@H](O)c2ccccc2)CC1
UNC10225274A,9929101,432,SB-222903,4-pyrimidinyl_ortho-aryl_azoles,CNc1nccc(n1)-c1c(ncn1C1CCN(C)CC1)-c1ccc(F)cc1,CNc1nccc(-c2c(-c3ccc(F)cc3)ncn2C2CCN(C)CC2)n1
UNC10225275A,6539472,433,SB-333613,3-anilino-4-aryl maleimide,Oc1cccc(NC2=C(C(=O)NC2=O)c2ccc(Cl)cc2)c1,O=C1NC(=O)C(c2ccc(Cl)cc2)=C1Nc1cccc(O)c1
UNC10225276A,24804780,434,GSK1581427,4-aryl-7-azaindole,Cl.Cl.NC[C@H](CC1CCCCC1)NC(=O)c1cc(Br)c(s1)-c1ccnc2[nH]ccc12,NC[C@H](CC1CCCCC1)NC(=O)c1cc(Br)c(-c2ccnc3[nH]ccc23)s1
UNC10225277A,17755233,435,GW768504,2-aminobenzimidazole,Cl.Cl.CN1CCN(CCNc2nc3cc(Oc4ccc(NC(=O)Nc5cc(ccc5F)C(F)(F)F)cc4)ccc3[nH]2)CC1,CN1CCN(CCNc2nc3cc(Oc4ccc(NC(=O)Nc5cc(C(F)(F)F)ccc5F)cc4)ccc3[nH]2)CC1
UNC10225278A,44525939,436,GSK1379732,2-anilino-4-pyrrolidinopyrimidine,COc1ccc(Nc2nccc(n2)N2CCC(C2)NC(=O)c2cccc(NC(C)=O)c2)cc1,COc1ccc(Nc2nccc(N3CCC(NC(=O)c4cccc(NC(C)=O)c4)C3)n2)cc1
UNC10225279B,5329479,437,GW582764,4-anilino-quinazoline and analogues,Cl.CS(=O)(=O)CCNCc1nc(cs1)-c1ccc2ncnc(Nc3ccc(OCc4ccccc4)c(Cl)c3)c2c1,CS(=O)(=O)CCNCc1nc(-c2ccc3ncnc(Nc4ccc(OCc5ccccc5)c(Cl)c4)c3c2)cs1
UNC10225280A,56679795,438,GSK986310,carboxamide pyrimidine,Cl.Cc1cccc(Nc2nc(N[C@H]3CCCC[C@H]3N)ncc2C(N)=O)c1,Cc1cccc(Nc2nc(N[C@H]3CCCC[C@H]3N)ncc2C(N)=O)c1
UNC10225281A,10278843,439,GW681170,2-aminobenzimidazole,Cl.Cl.COC(=O)Nc1nc2cc(Oc3ccc(NC(=O)Nc4cc(ccc4F)C(F)(F)F)cn3)ccc2[nH]1,COC(=O)Nc1nc2cc(Oc3ccc(NC(=O)Nc4cc(C(F)(F)F)ccc4F)cn3)ccc2[nH]1
UNC10225282A,44525959,440,GSK1379788,2-anilino-4-piperidinopyrimidine,COc1ccc(CNC(=O)NC2CCN(CC2)c2ccnc(Nc3ccc(F)cc3)n2)cc1,COc1ccc(CNC(=O)NC2CCN(c3ccnc(Nc4ccc(F)cc4)n3)CC2)cc1
UNC10225285A,25093464,441,GW702865,Biphenylamide,Cc1nnc(o1)-c1ccc(C)c(c1)-c1ccc(cc1)C(=O)Nc1ccc(NS(C)(=O)=O)cc1,Cc1nnc(-c2ccc(C)c(-c3ccc(C(=O)Nc4ccc(NS(C)(=O)=O)cc4)cc3)c2)o1
UNC10225286A,6539506,442,SB-341528,3-anilino-4-aryl maleimide,CSc1ccc(NC2=C(C(=O)NC2=O)c2cccc(Cl)c2)cc1,CSc1ccc(NC2=C(c3cccc(Cl)c3)C(=O)NC2=O)cc1
UNC10225287A,44529229,443,GSK346294,benzimidazole_N-thiophenes,C[C@@H](Oc1cc(sc1C(N)=O)-n1cnc2ccc(NC(=O)NC(C)(C)C)cc12)c1ccccc1Cl,C[C@@H](Oc1cc(-n2cnc3ccc(NC(=O)NC(C)(C)C)cc32)sc1C(N)=O)c1ccccc1Cl
UNC10225288A,6539461,444,SB-341556,3-anilino-4-aryl maleimide,COc1cccc(c1)C1=C(Nc2cccc(Cl)c2)C(=O)NC1=O,COc1cccc(C2=C(Nc3cccc(Cl)c3)C(=O)NC2=O)c1
UNC10225289A,447966,445,GW271431,4-pyridinyl_ortho-aryl_azoles,c1[nH]nc(c1-c1ccnc2ccccc12)-c1ccccn1,c1ccc(-c2n[nH]cc2-c2ccnc3ccccc23)nc1
UNC10225290A,44532445,446,GW560106,4-anilinoquinoline,Fc1cc(Cl)ccc1Nc1ccnc2cc(ccc12)-c1ccc(CN2CCSCC2)o1,Fc1cc(Cl)ccc1Nc1ccnc2cc(-c3ccc(CN4CCSCC4)o3)ccc12
UNC10225291A,44433573,447,SB-660566,4-pyridinyl_ortho-aryl_azoles,COc1ccc2cc(ccc2c1)-c1nc([nH]c1-c1ccncc1)-c1ccccc1C(C)C,COc1ccc2cc(-c3nc(-c4ccccc4C(C)C)[nH]c3-c3ccncc3)ccc2c1
UNC10225292A,6539602,448,SB-733371,3-acylamino-6-aryl-indazole,Fc1ccccc1-c1ccc2c(NC(=O)C3CC3)n[nH]c2c1,O=C(Nc1n[nH]c2cc(-c3ccccc3F)ccc12)C1CC1
UNC10225293A,6539513,449,SB-334865,3-anilino-4-aryl maleimide,COc1cccc(c1)C1=C(N(C)c2ccccc2)C(=O)NC1=O,COc1cccc(C2=C(N(C)c3ccccc3)C(=O)NC2=O)c1
UNC10225294A,1489204,450,GSK364507,pyrrole-2-carboxamide,COc1ccccc1CNC(=O)c1cc(c[nH]1)C(=O)c1ccccc1C,COc1ccccc1CNC(=O)c1cc(C(=O)c2ccccc2C)c[nH]1
UNC10225297A,53467178,451,GSK2603358,7-alkyl-5-aryl-4-aminopyrrolopyrimidine,Cn1cc(-c2ccc3N(CCc3c2)C(=O)Cc2cccc(F)c2)c2c(N)ncnc12,Cn1cc(-c2ccc3c(c2)CCN3C(=O)Cc2cccc(F)c2)c2c(N)ncnc21
UNC10225298A,44529385,452,GSK398099,oxindole,NS(=O)(=O)c1cccc(N\C=C2/C(=O)Nc3ccc(cc23)S(=O)(=O)Cc2c(Cl)cccc2Cl)c1,NS(=O)(=O)c1cccc(N/C=C2\C(=O)Nc3ccc(S(=O)(=O)Cc4c(Cl)cccc4Cl)cc32)c1
UNC10225299A,6539473,453,SB-390766,3-anilino-4-aryl maleimide,COc1ccc(cc1)C1=C(Nc2cccc(O)c2)C(=O)NC1=O,COc1ccc(C2=C(Nc3cccc(O)c3)C(=O)NC2=O)cc1
UNC10225300A,6539605,454,SB-733894,3-acylamino-6-aryl-indazole,Fc1cccc(-c2ccc3c(NC(=O)C4CC4)n[nH]c3c2)c1F,O=C(Nc1n[nH]c2cc(-c3cccc(F)c3F)ccc12)C1CC1
UNC10225301A,11370662,455,GW560459,4-pyridinyl_ortho-aryl_azoles,Nc1nc(c(s1)-c1ccnc2ccccc12)-c1ccccc1F,Nc1nc(-c2ccccc2F)c(-c2ccnc3ccccc23)s1
UNC10225302A,44305812,456,SKF-97620,6-aminopurines and related,CCC(CC)(CC)n1cnc2c(N)ncnc12,CCC(CC)(CC)n1cnc2c(N)ncnc21
UNC10225303A,6539464,457,SB-326892,3-anilino-4-aryl maleimide,COc1ccc(cc1)C1=C(Nc2cccc(Cl)c2)C(=O)NC1=O,COc1ccc(C2=C(Nc3cccc(Cl)c3)C(=O)NC2=O)cc1
UNC10225304A,6539541,458,SB-601436,3-amino-5-aryl-pyrazolopyridine,CCCC(=O)Nc1n[nH]c2ncccc12,CCCC(=O)Nc1n[nH]c2ncccc12
UNC10225305A,9923028,459,GW468513,4-pyridinyl_ortho-aryl_azoles,COc1cccc2c(c(nn12)-c1ccc(F)cc1)-c1ccncc1,COc1cccc2c(-c3ccncc3)c(-c3ccc(F)cc3)nn12
UNC10225306A,44525960,460,GSK1379800,2-anilino-4-piperidinopyrimidine,Fc1ccc(Nc2nccc(n2)N2CCC(CC2)NC(=O)Nc2ccccc2F)cc1,O=C(Nc1ccccc1F)NC1CCN(c2ccnc(Nc3ccc(F)cc3)n2)CC1
UNC10225308A,44525485,461,GSK1229496,2-anilino-4-aryl-pyrimidine,COc1ccc(Nc2nccc(n2)-c2ccc(NC(=O)c3cc4cc(F)ccc4[nH]3)cc2)cc1,COc1ccc(Nc2nccc(-c3ccc(NC(=O)c4cc5cc(F)ccc5[nH]4)cc3)n2)cc1
UNC10225309A,11231979,462,GW684083,4-pyridinyl_ortho-aryl_azoles,Nc1nc(c(s1)-c1ccnc2ccccc12)-c1cccnc1,Nc1nc(-c2cccnc2)c(-c2ccnc3ccccc23)s1
UNC10225311A,44525970,463,GSK1379883,2-anilino-4-aminopyrimidine,COC(=O)c1cccc(NC(=O)NCCNc2ccnc(Nc3ccc(F)cc3)n2)c1,COC(=O)c1cccc(NC(=O)NCCNc2ccnc(Nc3ccc(F)cc3)n2)c1
UNC10225312A,6539570,464,SB-710903,3-amino-6-aryl-pyrazolopyridine,COc1cccc(c1)-c1ccc2c(NC(=O)C3CC3)n[nH]c2n1,COc1cccc(-c2ccc3c(NC(=O)C4CC4)n[nH]c3n2)c1
UNC10225313A,44525937,465,GSK1379730,2-anilino-4-pyrrolidinopyrimidine,COc1ccc(Nc2nccc(n2)N2CCC(C2)NC(=O)c2cccc(c2)C#N)cc1,COc1ccc(Nc2nccc(N3CCC(NC(=O)c4cccc(C#N)c4)C3)n2)cc1
UNC10225314A,44529831,466,GSK581271,"2,4-dianilinopyrimidine",Cc1ccc(cc1)S(=O)(=O)Nc1ccc(Nc2nccc(Nc3cccc4[nH]ncc34)n2)cc1,Cc1ccc(S(=O)(=O)Nc2ccc(Nc3nccc(Nc4cccc5[nH]ncc45)n3)cc2)cc1
UNC10225315A,24803300,467,GSK1323434,4-aryl-7-azaindole,Cl.Cl.NCC(NC(=O)c1cc(c(s1)-c1ccnc2[nH]ccc12)-c1cccnc1)c1ccccc1,NCC(NC(=O)c1cc(-c2cccnc2)c(-c2ccnc3[nH]ccc23)s1)c1ccccc1
UNC10225316A,9836051,468,GW461487,4-pyridinyl_ortho-aryl_azoles,Cl.Cc1cccc2c(c(nn12)-c1ccc(F)cc1)-c1ccncc1,Cc1cccc2c(-c3ccncc3)c(-c3ccc(F)cc3)nn12
UNC10225317A,6539610,469,SB-738481,3-acylamino-6-aryl-indazole,O=C(Nc1n[nH]c2cc(ccc12)-c1ccoc1)C1CC1,O=C(Nc1n[nH]c2cc(-c3ccoc3)ccc12)C1CC1
UNC10225318A,44529101,470,GSK323521,4-pyrimidinyl_ortho-aryl_azoles,COc1cc(Nc2nccc(n2)-c2c(nn3ccccc23)-c2cccc(NC(=O)c3c(F)cccc3F)c2)cc(OC)c1OC,COc1cc(Nc2nccc(-c3c(-c4cccc(NC(=O)c5c(F)cccc5F)c4)nn4ccccc34)n2)cc(OC)c1OC
UNC10225319A,11524582,471,GW689066,4-anilino-quinazoline and analogues,Fc1cccc(COc2ccc(Nc3ncnc4nn5ccccc5c34)cc2Cl)c1,Fc1cccc(COc2ccc(Nc3ncnc4nn5ccccc5c34)cc2Cl)c1
UNC10225320A,10595057,472,SB-211743,4-pyridinyl_ortho-aryl_azoles,Fc1ccc(cc1)-c1ncn(CCCN2CCOCC2)c1-c1cccnc1,Fc1ccc(-c2ncn(CCCN3CCOCC3)c2-c2cccnc2)cc1
UNC10225321A,9814925,473,GW461484,4-pyridinyl_ortho-aryl_azoles,Cl.Cc1ccc2c(c(nn2c1)-c1ccc(F)cc1)-c1ccncc1,Cc1ccc2c(-c3ccncc3)c(-c3ccc(F)cc3)nn2c1
UNC10225322A,44532297,474,GW482059,4-anilinoquinoline,CC(C)c1ccc(O)cc1Nc1ccnc2ccc(cc12)C(F)(F)F,CC(C)c1ccc(O)cc1Nc1ccnc2ccc(C(F)(F)F)cc12
UNC10225323A,51356854,475,GSK2221681,3-Amino-6-aryl-indazole,CC(C)Nc1cc(nc(N)n1)-c1ccc2c(N)n[nH]c2c1,CC(C)Nc1cc(-c2ccc3c(N)n[nH]c3c2)nc(N)n1
UNC10225325A,44528946,476,GSK292658,4-pyrimidinyl_ortho-aryl_azoles,Fc1cccc(F)c1C(=O)Nc1cccc(c1)-c1nn2ccccc2c1-c1ccnc(Nc2cccc(c2)C(F)(F)F)n1,O=C(Nc1cccc(-c2nn3ccccc3c2-c2ccnc(Nc3cccc(C(F)(F)F)c3)n2)c1)c1c(F)cccc1F
UNC10225326A,6539587,477,SB-732932,3-acylamino-6-aryl-indazole,O=C(Nc1n[nH]c2cc(ccc12)-c1ccsc1)C1CC1,O=C(Nc1n[nH]c2cc(-c3ccsc3)ccc12)C1CC1
UNC10225327A,10267580,478,GW855857,2-aryl-4-anilino(pyridin-4-yl)-quinazoline and analogues,Cc1cccc(n1)-c1nc(Nc2ccncc2)c2ccccc2n1,Cc1cccc(-c2nc(Nc3ccncc3)c3ccccc3n2)n1
UNC10225328A,5329840,479,GW830899,"2,4-dianilinopyrimidine",Cl.CN(c1ccc(NC(=O)N2CCN(CCCN3CCOCC3)CC2)cc1)c1ccnc(Nc2ccc(CS(C)(=O)=O)cc2)n1,CN(c1ccc(NC(=O)N2CCN(CCCN3CCOCC3)CC2)cc1)c1ccnc(Nc2ccc(CS(C)(=O)=O)cc2)n1
UNC10225329A,44525928,480,GSK1379717,2-anilino-4-pyrrolidinopyrimidine,Cn1cncc1C(=O)NC1CCN(C1)c1ccnc(Nc2ccc(F)cc2)n1,Cn1cncc1C(=O)NC1CCN(c2ccnc(Nc3ccc(F)cc3)n2)C1
UNC10225330A,44525946,481,GSK1379746,2-anilino-4-pyrrolidinopyrimidine,COC(=O)c1cccc(NC(=O)NC2CCN(C2)c2ccnc(Nc3ccc(OC)cc3)n2)c1,COC(=O)c1cccc(NC(=O)NC2CCN(c3ccnc(Nc4ccc(OC)cc4)n3)C2)c1
UNC10225331A,51354035,482,GSK2376236,3-Amino-6-aryl-indazole,CC[C@@H]1CO[C@@H](CN1c1cc(nc(NC)n1)-c1ccc2c(N)n[nH]c2c1)C(=O)Nc1ccccc1,CC[C@@H]1CO[C@H](C(=O)Nc2ccccc2)CN1c1cc(-c2ccc3c(N)n[nH]c3c2)nc(NC)n1
UNC10225332A,57401867,483,GSK2297430,morpholino-imidazo-pyrimidinones,Fc1cccc(Cn2ccn3c2nc(cc3=O)N2CCOCC2)c1,O=c1cc(N2CCOCC2)nc2n(Cc3cccc(F)c3)ccn12
UNC10225333A,10186182,484,GW692089,2-aminobenzimidazole,Cl.COC(=O)Nc1nc2ccc(Oc3ccc(NC(=O)Nc4cc(ccc4F)C(F)(F)F)cc3)cc2n1C,COC(=O)Nc1nc2ccc(Oc3ccc(NC(=O)Nc4cc(C(F)(F)F)ccc4F)cc3)cc2n1C
UNC10225334A,469038,485,SKF-104493,4-pyridinyl_ortho-aryl_azoles,COc1ccc(cc1)-c1nc2CCCn2c1-c1ccncc1,COc1ccc(-c2nc3n(c2-c2ccncc2)CCC3)cc1
UNC10225334B,469038,486,SKF-104493,4-pyridinyl_ortho-aryl_azoles,COc1ccc(cc1)-c1nc2CCCn2c1-c1ccncc1,COc1ccc(-c2nc3n(c2-c2ccncc2)CCC3)cc1
UNC10225335A,44525973,487,GSK1379901,2-anilino-4-aminopyrimidine,COc1ccc(Nc2nccc(NCCNC(=O)Nc3ccccc3F)n2)cc1,COc1ccc(Nc2nccc(NCCNC(=O)Nc3ccccc3F)n2)cc1
UNC10225336A,44527001,488,GSK175726,"2,4-dianilinopyrimidine",Clc1cc(Cl)cc(Nc2ccnc(Nc3cc(Cl)cc(Cl)c3)n2)c1,Clc1cc(Cl)cc(Nc2ccnc(Nc3cc(Cl)cc(Cl)c3)n2)c1
UNC10225337A,22477600,489,SB-693578,4-aryl-7-azaindole,c1cc2c(ccnc2[nH]1)-c1ccccc1,c1ccc(-c2ccnc3[nH]ccc23)cc1
UNC10225338A,6539496,490,SB-360737,3-anilino-4-aryl maleimide,OC(=O)c1cccc(NC2=C(C(=O)NC2=O)c2ccc(Cl)cc2)c1,O=C1NC(=O)C(c2ccc(Cl)cc2)=C1Nc1cccc(C(=O)O)c1
UNC10225339A,11373846,491,GSK429286,5-acylamino-indazoles,CC1=C(C(CC(=O)N1)c1ccc(cc1)C(F)(F)F)C(=O)Nc1cc2cn[nH]c2cc1F,CC1=C(C(=O)Nc2cc3cn[nH]c3cc2F)C(c2ccc(C(F)(F)F)cc2)CC(=O)N1
UNC10225340A,44306199,492,SKF-97293,6-aminopurines and related,Nc1ncnc2n(c(nc12)-c1ccccc1)-c1ccccc1,Nc1ncnc2c1nc(-c1ccccc1)n2-c1ccccc1
UNC10225342A,44529112,493,GSK326180,4-pyrimidinyl_ortho-aryl_azoles,CCS(=O)(=O)c1ccc(OC)c(Nc2nccc(n2)-c2c(nn3ncccc23)-c2cccc(NC(=O)c3c(F)cccc3F)c2)c1,CCS(=O)(=O)c1ccc(OC)c(Nc2nccc(-c3c(-c4cccc(NC(=O)c5c(F)cccc5F)c4)nn4ncccc34)n2)c1
UNC10225343A,57396627,494,GSK2297099,morpholino-imidazo-pyrimidinones,Fc1ccc(Cn2ccn3c2nc(cc3=O)N2CCOCC2)cc1Cl,O=c1cc(N2CCOCC2)nc2n(Cc3ccc(F)c(Cl)c3)ccn12
UNC10225344A,46214650,495,GSK2228768,3-Amino-6-aryl-indazole,Nc1n[nH]c2cc(ccc12)-c1cc(nc(N)n1)N1CCCCC1,Nc1nc(-c2ccc3c(N)n[nH]c3c2)cc(N2CCCCC2)n1
